OrderCode,ProductCode,TechSpecsFeatSysModel,Processor,Operating System,Memory,Hard Drive,Display,System_type
S005L558015USCA,latitude-15-5580-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i5-7440HQ (Quad Core, 2.8GHz up to 3.8GHz, 6M Cache, 35W vPro) Windows 10/Linux only""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""Non-Touch FHD (1920 x 1080) LCD w/ HD Cam (WWAN)""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""8GB 1X8GB, DDR4 Memory,2400MHz,Non-ECC""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive\r\n"",""Value"":""2.5\"" 500GB 7200RPM 7mm HDD""},{""LearnMoreUrl"":"""",""Label"":""Broadband"",""Value"":""No Wireless WAN Card""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-mcafee-commercial"",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""3 Years Hardware Service with In-Home/Onsite Service After Remote Diagnosis""}]}","Intel® Core™ i5-7440HQ (Quad Core, 2.8GHz up to 3.8GHz, 6M Cache, 35W vPro) Windows 10/Linux only","Windows 10 Pro 64bit English, French, Spanish","8GB 1X8GB, DDR4 Memory,2400MHz,Non-ECC","2.5"" 500GB 7200RPM 7mm HDD",Non-Touch FHD (1920 x 1080) LCD w/ HD Cam (WWAN),laptop
S005L728012USCA,latitude-12-7280-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i5-7300U (Dual Core, 2.6GHz, 3M cache, 15W, vPro) supports only Windows 10/Linux""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""12.5\"" HD (1366 x 768) Anti-Glare, Camera & Mic, WLAN/WWAN Capable, Non-touch""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""8GB (1x8GB) 2133MHz DDR4 Memory""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive\r\n"",""Value"":""M.2 128GB SATA Class 20 Solid State Drive""},{""LearnMoreUrl"":"""",""Label"":""Broadband"",""Value"":""No Mobile Broadband Card""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""3 Years Hardware Service with In-Home/Onsite Service After Remote Diagnosis""}]}","Intel® Core™ i5-7300U (Dual Core, 2.6GHz, 3M cache, 15W, vPro) supports only Windows 10/Linux","Windows 10 Pro 64bit English, French, Spanish",8GB (1x8GB) 2133MHz DDR4 Memory,M.2 128GB SATA Class 20 Solid State Drive,"12.5"" HD (1366 x 768) Anti-Glare, Camera & Mic, WLAN/WWAN Capable, Non-touch",laptop
S005O3050MTUSCA,optiplex-3050-desktop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i3-7100 (DC/3MB/4T/3.9GHz/65W); supports Windows 10/Linux""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB 1x4GB 2400MHz DDR4 Memory""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive\r\n"",""Value"":""3.5\"" 500GB 7200rpm Hard Disk Drive""},{""LearnMoreUrl"":"""",""Label"":""Video Card"",""Value"":""Intel® Integrated Graphics""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""3 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis""},{""LearnMoreUrl"":"""",""Label"":""Optical Drive\r\n"",""Value"":""8x DVD+/-RW 9.5mm Optical Disk Drive""},{""LearnMoreUrl"":"""",""Label"":""Form Factor"",""Value"":""OptiPlex 3050 Mini Tower BTX""}]}",Intel® Core™ i3-7100 (DC/3MB/4T/3.9GHz/65W); supports Windows 10/Linux,"Windows 10 Pro 64bit English, French, Spanish",4GB 1x4GB 2400MHz DDR4 Memory,"3.5"" 500GB 7200rpm Hard Disk Drive",,desktop
S005O3060MFFUSCA,optiplex-3060-micro,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel Core™ i5-8500T (6 Cores/9MB/6T/up to 3.5GHz/35W); supports Windows 10/Linux""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB 1X4GB 2666MHz DDR4 Non-ECC""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive\r\n"",""Value"":""500GB 2.5inch Serial ATA (7,200 RPM) Hard Drive, Dell OptiPlex""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-mcafee-commercial"",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""3 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis""},{""LearnMoreUrl"":"""",""Label"":""Form Factor"",""Value"":""OptiPlex 3060 Micro Form Factor BTX""}]}",Intel Core™ i5-8500T (6 Cores/9MB/6T/up to 3.5GHz/35W); supports Windows 10/Linux,"Windows 10 Pro 64bit English, French, Spanish",4GB 1X4GB 2666MHz DDR4 Non-ECC,"500GB 2.5inch Serial ATA (7,200 RPM) Hard Drive, Dell OptiPlex",,desktop
S005O5060MFFUSCA,optiplex-5060-micro,"{""TechSpecs"":[{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-optiplex-processor"",""Label"":""Processor\r\n"",""Value"":""Intel Core™ i5-8500T (6 Cores/9MB/6T/up to 3.5GHz/35W); supports Windows 10/Linux""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/operating-system"",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-optiplex-memory"",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""8GB 1X8GB 2666MHz DDR4 Non-ECC""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-optiplex-harddrive"",""Label"":""Hard Drive\r\n"",""Value"":""M.2 128GB SATA Class 20 Solid State Drive""},{""LearnMoreUrl"":"""",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""3 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis""},{""LearnMoreUrl"":"""",""Label"":""Form Factor"",""Value"":""OptiPlex 5060 Micro Form Factor BTX""}]}",Intel Core™ i5-8500T (6 Cores/9MB/6T/up to 3.5GHz/35W); supports Windows 10/Linux,"Windows 10 Pro 64bit English, French, Spanish",8GB 1X8GB 2666MHz DDR4 Non-ECC,M.2 128GB SATA Class 20 Solid State Drive,,desktop
S006O3050MTUSCA,optiplex-3050-desktop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i5-7500 (QC/6MB/4T/3.4GHz/65W); supports Windows 10/Linux<br/>""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish<br/>""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB 1x4GB 2400MHz DDR4 Memory<br/>""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive\r\n"",""Value"":""3.5\"" 500GB 7200rpm Hard Disk Drive<br/>""},{""LearnMoreUrl"":"""",""Label"":""Optical Drive\r\n"",""Value"":""8x DVD+/-RW 9.5mm Optical Disk Drive<br/>""},{""LearnMoreUrl"":"""",""Label"":""Video Card"",""Value"":""Intel® Integrated Graphics<br/>""},{""LearnMoreUrl"":"""",""Label"":""Wireless"",""Value"":""No Wireless<br/>""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""3 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis<br/>4 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis<br/>5 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis<br/>3 Years ProSupport with Next Business Day Onsite Service<br/>4 Years ProSupport with Next Business Day Onsite Service<br/>5 Years ProSupport with Next Business Day Onsite Service<br/>3 Years ProSupport Plus with Next Business Day Onsite Service<br/>4 Years ProSupport Plus with Next Business Day Onsite Service<br/>5 Years ProSupport Plus with Next Business Day Onsite Service<br/>""}]}",Intel® Core™ i5-7500 (QC/6MB/4T/3.4GHz/65W); supports Windows 10/Linux<br/>,"Windows 10 Pro 64bit English, French, Spanish<br/>",4GB 1x4GB 2400MHz DDR4 Memory<br/>,"3.5"" 500GB 7200rpm Hard Disk Drive<br/>",,desktop
S006O3060MFFUSCA,optiplex-3060-micro,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel Core™ i5-8500T (6 Cores/9MB/6T/up to 3.5GHz/35W); supports Windows 10/Linux""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""8GB 1X8GB 2666MHz DDR4 Non-ECC""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive\r\n"",""Value"":""500GB 2.5inch Serial ATA (7,200 RPM) Hard Drive, Dell OptiPlex""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-mcafee-commercial"",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""3 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis""},{""LearnMoreUrl"":"""",""Label"":""Form Factor"",""Value"":""OptiPlex 3060 Micro Form Factor BTX""}]}",Intel Core™ i5-8500T (6 Cores/9MB/6T/up to 3.5GHz/35W); supports Windows 10/Linux,"Windows 10 Pro 64bit English, French, Spanish",8GB 1X8GB 2666MHz DDR4 Non-ECC,"500GB 2.5inch Serial ATA (7,200 RPM) Hard Drive, Dell OptiPlex",,desktop
S006O7060MTUSCA,optiplex-7060-desktop,"{""TechSpecs"":[{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-optiplex-processor"",""Label"":""Processor\r\n"",""Value"":""Intel Core™ i5-8500 (6 Cores/9MB/6T/up to 4.1GHz/65W); supports Windows 10/Linux""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/operating-system"",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-optiplex-memory"",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""8GB 2X4GB 2666MHz DDR4 UDIMM Non-ECC""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-optiplex-harddrive"",""Label"":""Hard Drive\r\n"",""Value"":""3.5 inch 500GB 7200rpm SATA Hard Disk Drive""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-graphics-optiplex"",""Label"":""Video Card"",""Value"":""Intel® Integrated Graphics""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-mcafee-commercial"",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""3 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-optical-drives"",""Label"":""Optical Drive\r\n"",""Value"":""8x DVD+/-RW 9.5mm Optical Disk Drive""},{""LearnMoreUrl"":"""",""Label"":""Form Factor"",""Value"":""OptiPlex 7060 Mini Tower BTX""}]}",Intel Core™ i5-8500 (6 Cores/9MB/6T/up to 4.1GHz/65W); supports Windows 10/Linux,"Windows 10 Pro 64bit English, French, Spanish",8GB 2X4GB 2666MHz DDR4 UDIMM Non-ECC,3.5 inch 500GB 7200rpm SATA Hard Disk Drive,,desktop
S007L558015USCA,latitude-15-5580-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i7-7820HQ (Quad Core, 2.9GHz up to 3.9GHz, 8M Cache, 35W, CTDP) Windows 10/Linux only""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""8GB 1X8GB, DDR4 Memory,2400MHz,Non-ECC""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive\r\n"",""Value"":""M.2 256GB SATA Class 20 Solid State Drive""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""Non-Touch FHD (1920 x 1080) LCD w/ HD Cam (WWAN)""},{""LearnMoreUrl"":"""",""Label"":""Productivity Software"",""Value"":""Microsoft Office 30 Day Trial""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""3 Years Hardware Service with In-Home/Onsite Service After Remote Diagnosis""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-mcafee-commercial"",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":"""",""Label"":"""",""Value"":""No Wireless WAN Card""},{""LearnMoreUrl"":"""",""Label"":""Wireless"",""Value"":""Intel 8265AC WW WLAN -- Bluetooth""},{""LearnMoreUrl"":"""",""Label"":""Primary Battery"",""Value"":""4 cell, 68WHR Primary Battery""},{""LearnMoreUrl"":"""",""Label"":""Regulatory"",""Value"":""I am the regulatory value for EN / ALL""}]}","Intel® Core™ i7-7820HQ (Quad Core, 2.9GHz up to 3.9GHz, 8M Cache, 35W, CTDP) Windows 10/Linux only","Windows 10 Pro 64bit English, French, Spanish","8GB 1X8GB, DDR4 Memory,2400MHz,Non-ECC",M.2 256GB SATA Class 20 Solid State Drive,Non-Touch FHD (1920 x 1080) LCD w/ HD Cam (WWAN),laptop
S007O3050MTUSCA,optiplex-3050-desktop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i5-7500 (QC/6MB/4T/3.4GHz/65W); supports Windows 10/Linux""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""8GB 1x8GB DDR4 2400MHz Memory""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive\r\n"",""Value"":""3.5\"" 500GB 7200rpm Hard Disk Drive""},{""LearnMoreUrl"":"""",""Label"":""Video Card"",""Value"":""Intel® Integrated Graphics""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""3 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis""},{""LearnMoreUrl"":"""",""Label"":""Optical Drive\r\n"",""Value"":""8x DVD+/-RW 9.5mm Optical Disk Drive""},{""LearnMoreUrl"":"""",""Label"":""Form Factor"",""Value"":""OptiPlex 3050 Mini Tower BTX""}]}",Intel® Core™ i5-7500 (QC/6MB/4T/3.4GHz/65W); supports Windows 10/Linux,"Windows 10 Pro 64bit English, French, Spanish",8GB 1x8GB DDR4 2400MHz Memory,"3.5"" 500GB 7200rpm Hard Disk Drive",,desktop
S007O3060SFFUSCA,optiplex-3060-desktop,"{""TechSpecs"":[{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-optiplex-processor"",""Label"":""Processor\r\n"",""Value"":""Intel Core™ i3-8100 (4 Cores/6MB/4T/3.6GHz/65W); supports Windows 10/Linux<br/>""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/operating-system"",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish<br/>""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-optiplex-memory"",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB 1X4GB 2666MHz DDR4 UDIMM Non-ECC<br/>""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-optiplex-harddrive"",""Label"":""Hard Drive\r\n"",""Value"":""3.5 inch 500GB 7200rpm SATA Hard Disk Drive<br/>""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-optical-drives"",""Label"":""Optical Drive\r\n"",""Value"":""8x DVD-ROM 9.5mm Optical Disk Drive<br/>""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-graphics-optiplex"",""Label"":""Video Card"",""Value"":""Intel® Integrated Graphics<br/>""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-optiplex-wireless"",""Label"":""Wireless"",""Value"":""No Wireless LAN Card<br/>""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""3 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis<br/>4 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis<br/>5 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis<br/>3 Years ProSupport with 4HR 7x24 In-Home/Onsite Service After Remote Diagnosis<br/>4 Years ProSupport with 4HR 7x24 In-Home/Onsite Service After Remote Diagnosis<br/>5 Years ProSupport with 4HR 7x24 In-Home/Onsite Service After Remote Diagnosis<br/>3 Years ProSupport with Mission Critical 4HR 7x24 In-Home/Onsite Service After Remote Diagnosis<br/>4 Years ProSupport with Mission Critical 4HR 7x24 In-Home/Onsite Service After Remote Diagnosis<br/>5 Years ProSupport with Mission Critical 4HR 7x24 In-Home/Onsite Service After Remote Diagnosis<br/>3 Years ProSupport with Next Business Day Onsite Service<br/>4 Years ProSupport with Next Business Day Onsite Service<br/>5 Years ProSupport with Next Business Day Onsite Service<br/>3 Years ProSupport Plus with Next Business Day Onsite Service<br/>4 Years ProSupport Plus with Next Business Day Onsite Service<br/>5 Years ProSupport Plus with Next Business Day Onsite Service<br/>""}]}",Intel Core™ i3-8100 (4 Cores/6MB/4T/3.6GHz/65W); supports Windows 10/Linux<br/>,"Windows 10 Pro 64bit English, French, Spanish<br/>",4GB 1X4GB 2666MHz DDR4 UDIMM Non-ECC<br/>,3.5 inch 500GB 7200rpm SATA Hard Disk Drive<br/>,,desktop
S007O5060SFFUSCA,optiplex-5060-desktop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel Core™ i5-8500 (6 Cores/9MB/6T/up to 4.1GHz/65W); supports Windows 10/Linux""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB 1X4GB DDR4 2666MHz UDIMM Non-ECC""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive\r\n"",""Value"":""3.5\"" 500GB 7200rpm SATA Hard Disk Drive""},{""LearnMoreUrl"":"""",""Label"":""Video Card"",""Value"":""Intel® Integrated Graphics""},{""LearnMoreUrl"":"""",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""3 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis""},{""LearnMoreUrl"":"""",""Label"":""Optical Drive\r\n"",""Value"":""8x DVD-ROM 9.5mm Optical Disk Drive""},{""LearnMoreUrl"":"""",""Label"":""Form Factor"",""Value"":""OptiPlex 5060 Small Form Factor BTX""}]}",Intel Core™ i5-8500 (6 Cores/9MB/6T/up to 4.1GHz/65W); supports Windows 10/Linux,"Windows 10 Pro 64bit English, French, Spanish",4GB 1X4GB DDR4 2666MHz UDIMM Non-ECC,"3.5"" 500GB 7200rpm SATA Hard Disk Drive",,desktop
S007O7060MFFUSCA,optiplex-7060-micro,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel Core™ i5-8500T (6 Cores/9MB/6T/up to 3.5GHz/35W); supports Windows 10/Linux""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""8GB 1X8GB 2666MHz DDR4 Non-ECC""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive\r\n"",""Value"":""M.2 128GB SATA Class 20 Solid State Drive""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-mcafee-commercial"",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""3 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis""},{""LearnMoreUrl"":"""",""Label"":""Form Factor"",""Value"":""OptiPlex 7060 Micro Form Factor Tower BTX""}]}",Intel Core™ i5-8500T (6 Cores/9MB/6T/up to 3.5GHz/35W); supports Windows 10/Linux,"Windows 10 Pro 64bit English, French, Spanish",8GB 1X8GB 2666MHz DDR4 Non-ECC,M.2 128GB SATA Class 20 Solid State Drive,,desktop
